file,style,root,majmin,sevenths,duration,reference,detected
00_BN1-129-Eb_comp_mic.wav,BN,0.25832205956499477,0.25832205956499477,0.25832205956499477,22.32439999999997,D#:maj G#:maj D#:maj A#:maj G#:maj D#:maj,G# D# G#
00_BN1-147-Gb_comp_mic.wav,BN,0.25007960867542833,0.25007960867542833,0.25007960867542833,19.5856,F#:maj B:maj F#:maj C#:maj B:maj F#:maj,A#m C# B A#m B
00_BN2-131-B_comp_mic.wav,BN,0.24593424423225474,0.28107671922866506,0.28107671922866506,29.306400000000053,E:min A:7 D:maj G:maj C#:hdim7 F#:7 B:min E:min,G Bm G
00_BN2-166-Ab_comp_mic.wav,BN,0.3446593902425009,0.3939026013928234,0.26867584773547515,23.129999999999995,C#:min F#:7 B:maj E:maj A#:hdim7 D#:7 G#:min C#:min,G#m F# G#m F# B G#m
00_BN3-119-G_comp_mic.wav,BN,0.2575429073991008,0.2575429073991008,0.2575429073991008,32.26319999999998,G:maj D:maj E:min B:min C:maj G:maj C:maj D:maj,G D G D G D G
00_BN3-154-E_comp_mic.wav,BN,0.28788194633579745,0.28788194633579745,0.28788194633579745,24.932000000000016,E:maj B:maj C#:min G#:min A:maj E:maj A:maj B:maj,G#m A G#m A G#m A
01_BN1-129-Eb_comp_mic.wav,BN,0.3313750560494755,0.3313750560494755,0.3313750560494755,22.32439999999997,D#:maj G#:maj D#:maj A#:maj G#:maj D#:maj,G# A# G#
01_BN1-147-Gb_comp_mic.wav,BN,0.7477195055240734,0.7477195055240734,0.7477195055240734,19.5856,F#:maj B:maj F#:maj C#:maj B:maj F#:maj,F# B F# B F#
01_BN2-131-B_comp_mic.wav,BN,0.3526577368011605,0.26015655068288623,0.26015655068288623,29.306400000000053,E:min A:7 D:maj G:maj C#:hdim7 F#:7 B:min E:min,Am Bm Am G Am Bm
01_BN2-166-Ab_comp_mic.wav,BN,0.12501367337052494,0.14287500223242197,0.14287500223242197,23.129999999999995,C#:min F#:7 B:maj E:maj A#:hdim7 D#:7 G#:min C#:min,G#m
01_BN3-119-G_comp_mic.wav,BN,0.0,0.0,0.0,32.26319999999998,G:maj D:maj E:min B:min C:maj G:maj C:maj D:maj,Am
01_BN3-154-E_comp_mic.wav,BN,0.309490422483478,0.309490422483478,0.309490422483478,24.932000000000016,E:maj B:maj C#:min G#:min A:maj E:maj A:maj B:maj,G#m A G#m A G#m A
00_Funk1-114-Ab_comp_mic.wav,Fu,0.5619985112313299,0.5619985112313299,0.5619985112313299,25.25840000000005,G#:maj C#:maj G#:maj D#:maj C#:maj G#:maj,G#
00_Funk1-97-C_comp_mic.wav,Fu,0.5574777060460098,0.5574777060460098,0.5574777060460098,29.6884,C:maj F:maj C:maj G:maj F:maj C:maj,C
00_Funk2-108-Eb_comp_mic.wav,Fu,0.2776477133370039,0.31732079719443457,0.22375991959200253,35.5483999999999,G#:min C#:7 F#:maj B:maj F:hdim7 A#:7 D#:min G#:min,G#m F# G#m A# G#m F# G#m A#
00_Funk2-119-G_comp_mic.wav,Fu,0.306186431857409,0.3499361943961805,0.3499361943961805,32.2632000000001,C:min F:7 A#:maj D#:maj A:hdim7 D:7 G:min C:min,A# Gm A# Gm
00_Funk3-112-C#_comp_mic.wav,Fu,0.48599217467357403,0.48599217467357403,0.48599217467357403,34.284400000000005,C#:maj G#:maj A#:min F:min F#:maj C#:maj F#:maj G#:maj,C# A#m F# C# F# C# A#m F#
00_Funk3-98-A_comp_mic.wav,Fu,0.34032010509084937,0.34032010509084937,0.34032010509084937,39.17879999999991,A:maj E:maj F#:min C#:min D:maj A:maj D:maj E:maj,C#m D C#m D C#m D C#m D
01_Funk1-114-Ab_comp_mic.wav,Fu,0.5987703647905831,0.0,0.0,25.25840000000005,G#:maj C#:maj G#:maj D#:maj C#:maj G#:maj,G#m
01_Funk1-97-C_comp_mic.wav,Fu,0.0,0.0,0.0,29.6884,C:maj F:maj C:maj G:maj F:maj C:maj,G#m
01_Funk2-108-Eb_comp_mic.wav,Fu,0.09301872001740374,0.10631016562380807,0.10631016562380807,35.5483999999999,G#:min C#:7 F#:maj B:maj F:hdim7 A#:7 D#:min G#:min,G#m
01_Funk2-119-G_comp_mic.wav,Fu,0.21571011139791052,0.2465320720367982,0.2465320720367982,32.2632000000001,C:min F:7 A#:maj D#:maj A:hdim7 D:7 G:min C:min,Gm C# Gm
01_Funk3-112-C#_comp_mic.wav,Fu,0.18750718777553138,0.18750718777553138,0.18750718777553138,34.284400000000005,C#:maj G#:maj A#:min F:min F#:maj C#:maj F#:maj G#:maj,C#
01_Funk3-98-A_comp_mic.wav,Fu,0.22217578126094295,0.22217578126094295,0.22217578126094295,39.17879999999991,A:maj E:maj F#:min C#:min D:maj A:maj D:maj E:maj,A
